datatime,anomaly_class,cluster_mapped_class
2024-11-21 04:34:00,Normal,Environmental Changes
2024-11-21 04:35:00,Normal,Environmental Changes
2024-11-21 04:36:00,Normal,Environmental Changes
2024-11-21 04:37:00,Normal,Environmental Changes
2024-11-21 04:38:00,Normal,Environmental Changes
2024-11-21 04:39:00,Normal,Environmental Changes
2024-11-21 04:40:00,Normal,Environmental Changes
2024-11-21 04:41:00,Normal,Environmental Changes
2024-11-21 04:42:00,Normal,Environmental Changes
2024-11-21 04:43:00,Normal,Environmental Changes
2024-11-21 04:44:00,Normal,Environmental Changes
2024-11-21 04:45:00,Normal,Environmental Changes
2024-11-21 04:46:00,Normal,Environmental Changes
2024-11-21 04:47:00,Normal,Environmental Changes
2024-11-21 04:48:00,Normal,Environmental Changes
2024-11-21 04:49:00,Normal,Environmental Changes
2024-11-21 04:50:00,Normal,Environmental Changes
2024-11-21 04:51:00,Normal,Environmental Changes
2024-11-21 04:52:00,Normal,Environmental Changes
2024-11-21 04:53:00,Normal,Environmental Changes
2024-11-21 04:54:00,Normal,Environmental Changes
2024-11-21 04:55:00,Normal,Environmental Changes
2024-11-21 04:56:00,Normal,Environmental Changes
2024-11-21 04:57:00,Normal,Environmental Changes
2024-11-21 04:58:00,Normal,Environmental Changes
2024-11-21 04:59:00,Normal,Environmental Changes
2024-11-21 05:00:00,Normal,Environmental Changes
2024-11-21 05:01:00,Normal,Environmental Changes
2024-11-21 05:02:00,Normal,Environmental Changes
2024-11-21 05:03:00,Normal,Environmental Changes
2024-11-21 05:04:00,Normal,Environmental Changes
2024-11-21 05:05:00,Normal,Environmental Changes
2024-11-21 05:06:00,Normal,Environmental Changes
2024-11-21 05:07:00,Normal,Environmental Changes
2024-11-21 05:08:00,Normal,Environmental Changes
2024-11-21 05:09:00,Normal,Environmental Changes
2024-11-21 05:10:00,Normal,Environmental Changes
2024-11-21 05:11:00,Normal,Environmental Changes
2024-11-21 05:12:00,Normal,Environmental Changes
2024-11-21 05:13:00,Normal,Environmental Changes
2024-11-21 05:14:00,Normal,Environmental Changes
2024-11-21 05:15:00,Normal,Environmental Changes
2024-11-21 05:16:00,Normal,Environmental Changes
2024-11-21 05:17:00,Normal,Environmental Changes
2024-11-21 05:18:00,Normal,Environmental Changes
2024-11-21 05:19:00,Normal,Environmental Changes
2024-11-21 05:20:00,Normal,Environmental Changes
2024-11-21 05:21:00,Normal,Environmental Changes
2024-11-21 05:22:00,Normal,Environmental Changes
2024-11-21 05:23:00,Normal,Environmental Changes
2024-11-21 05:24:00,Normal,Environmental Changes
2024-11-21 05:25:00,Normal,Environmental Changes
2024-11-21 05:26:00,Normal,Environmental Changes
2024-11-21 05:27:00,Normal,Environmental Changes
2024-11-21 05:28:00,Normal,Environmental Changes
2024-11-21 05:29:00,Normal,Environmental Changes
2024-11-21 05:30:00,Normal,Environmental Changes
2024-11-21 05:31:00,Normal,Environmental Changes
2024-11-21 05:32:00,Normal,Environmental Changes
2024-11-21 05:33:00,Normal,Environmental Changes
2024-11-21 05:34:00,Normal,Environmental Changes
2024-11-21 05:35:00,Normal,Environmental Changes
2024-11-21 05:36:00,Normal,Environmental Changes
2024-11-21 05:37:00,Normal,Environmental Changes
2024-11-21 05:38:00,Normal,Environmental Changes
2024-11-21 05:39:00,Normal,Environmental Changes
2024-11-21 05:40:00,Normal,Environmental Changes
2024-11-21 05:41:00,Normal,Environmental Changes
2024-11-21 05:42:00,Normal,Environmental Changes
2024-11-21 05:43:00,Normal,Environmental Changes
2024-11-21 05:44:00,Normal,Environmental Changes
2024-11-21 05:45:00,Normal,Environmental Changes
2024-11-21 05:46:00,Normal,Environmental Changes
2024-11-21 05:47:00,Normal,Environmental Changes
2024-11-21 05:48:00,Normal,Environmental Changes
2024-11-21 05:49:00,Normal,Environmental Changes
2024-11-21 05:50:00,Normal,Environmental Changes
2024-11-21 05:51:00,Normal,Environmental Changes
2024-11-21 05:52:00,Normal,Environmental Changes
2024-11-21 05:53:00,Normal,Environmental Changes
2024-11-21 05:54:00,Normal,Environmental Changes
2024-11-21 05:55:00,Normal,Environmental Changes
2024-11-21 05:56:00,Normal,Environmental Changes
2024-11-21 05:57:00,Normal,Environmental Changes
2024-11-21 05:58:00,Normal,Environmental Changes
2024-11-21 05:59:00,Normal,Environmental Changes
2024-11-21 06:00:00,Normal,Environmental Changes
2024-11-21 06:01:00,Normal,Environmental Changes
2024-11-21 06:02:00,Normal,Environmental Changes
2024-11-21 06:03:00,Normal,Environmental Changes
2024-11-21 06:04:00,Normal,Environmental Changes
2024-11-21 06:05:00,Normal,Environmental Changes
2024-11-21 06:06:00,Normal,Environmental Changes
2024-11-21 06:07:00,Normal,Environmental Changes
2024-11-21 06:08:00,Normal,Environmental Changes
2024-11-21 06:09:00,Normal,Environmental Changes
2024-11-21 06:10:00,Normal,Environmental Changes
2024-11-21 06:11:00,Normal,Environmental Changes
2024-11-21 06:12:00,Normal,Environmental Changes
2024-11-21 06:13:00,Normal,Environmental Changes
2024-11-21 06:14:00,Normal,Environmental Changes
2024-11-21 06:15:00,Normal,Environmental Changes
2024-11-21 06:16:00,Normal,Environmental Changes
2024-11-21 09:32:00,Normal,Environmental Changes
2024-11-21 09:33:00,Normal,Environmental Changes
2024-11-21 09:34:00,Normal,Environmental Changes
2024-11-21 09:35:00,Normal,Environmental Changes
2024-11-21 09:36:00,Normal,Environmental Changes
2024-11-21 09:37:00,Normal,Environmental Changes
2024-11-21 09:38:00,Normal,Environmental Changes
2024-11-21 09:39:00,Normal,Environmental Changes
2024-11-21 09:40:00,Normal,Environmental Changes
2024-11-21 09:41:00,Normal,Environmental Changes
2024-11-21 09:42:00,Normal,Environmental Changes
2024-11-21 09:43:00,Normal,Environmental Changes
2024-11-21 09:44:00,Normal,Environmental Changes
2024-11-21 09:45:00,Normal,Environmental Changes
2024-11-21 09:46:00,Normal,Environmental Changes
2024-11-21 09:47:00,Normal,Environmental Changes
2024-11-21 09:48:00,Normal,Environmental Changes
2024-11-21 09:49:00,Normal,Environmental Changes
2024-11-21 09:50:00,Normal,Environmental Changes
2024-11-21 09:51:00,Normal,Environmental Changes
2024-11-21 09:52:00,Normal,Environmental Changes
2024-11-21 09:53:00,Normal,Environmental Changes
2024-11-21 09:54:00,Normal,Environmental Changes
2024-11-21 09:55:00,Normal,Environmental Changes
2024-11-21 09:56:00,Normal,Environmental Changes
2024-11-21 09:57:00,Normal,Environmental Changes
2024-11-21 09:58:00,Normal,Environmental Changes
2024-11-21 09:59:00,Normal,Environmental Changes
2024-11-21 10:00:00,Normal,Environmental Changes
2024-11-21 10:01:00,Normal,Environmental Changes
2024-11-21 10:02:00,Normal,Environmental Changes
2024-11-21 10:03:00,Normal,Environmental Changes
2024-11-21 10:04:00,Normal,Environmental Changes
2024-11-21 10:05:00,Normal,Environmental Changes
2024-11-21 10:06:00,Normal,Environmental Changes
2024-11-21 10:07:00,Normal,Environmental Changes
2024-11-21 10:08:00,Normal,Environmental Changes
2024-11-21 10:09:00,Normal,Environmental Changes
2024-11-21 10:10:00,Normal,Environmental Changes
2024-11-21 10:11:00,Normal,Environmental Changes
2024-11-21 10:12:00,Normal,Environmental Changes
2024-11-21 10:13:00,Normal,Environmental Changes
2024-11-21 10:14:00,Normal,Environmental Changes
2024-11-21 10:15:00,Normal,Environmental Changes
2024-11-21 10:16:00,Normal,Environmental Changes
2024-11-21 10:17:00,Normal,Environmental Changes
2024-11-21 10:18:00,Normal,Environmental Changes
2024-11-21 10:19:00,Normal,Environmental Changes
2024-11-21 10:20:00,Normal,Environmental Changes
2024-11-21 10:21:00,Normal,Environmental Changes
2024-11-21 10:22:00,Normal,Environmental Changes
2024-11-21 10:23:00,Normal,Environmental Changes
2024-11-21 10:24:00,Normal,Environmental Changes
2024-11-21 10:25:00,Normal,Environmental Changes
2024-11-21 10:26:00,Normal,Environmental Changes
2024-11-21 10:27:00,Normal,Environmental Changes
2024-11-21 10:28:00,Normal,Environmental Changes
2024-11-21 10:29:00,Normal,Environmental Changes
2024-11-21 10:30:00,Normal,Environmental Changes
2024-11-21 10:31:00,Normal,Environmental Changes
2024-11-21 10:32:00,Normal,Environmental Changes
2024-11-21 10:33:00,Normal,Environmental Changes
2024-11-21 10:34:00,Normal,Environmental Changes
2024-11-21 10:35:00,Normal,Environmental Changes
2024-11-21 10:36:00,Normal,Environmental Changes
2024-11-21 10:37:00,Normal,Environmental Changes
2024-11-21 10:38:00,Normal,Environmental Changes
2024-11-21 10:39:00,Normal,Environmental Changes
2024-11-21 10:40:00,Normal,Environmental Changes
2024-11-21 10:41:00,Normal,Environmental Changes
2024-11-21 10:42:00,Normal,Environmental Changes
2024-11-21 10:43:00,Normal,Environmental Changes
2024-11-21 10:44:00,Normal,Environmental Changes
2024-11-21 10:45:00,Normal,Environmental Changes
2024-11-21 12:02:00,Normal,Environmental Changes
2024-11-21 12:03:00,Normal,Environmental Changes
2024-11-21 12:04:00,Normal,Environmental Changes
2024-11-21 12:05:00,Normal,Environmental Changes
2024-11-21 12:06:00,Normal,Environmental Changes
2024-11-21 12:07:00,Normal,Environmental Changes
2024-11-21 12:08:00,Normal,Environmental Changes
2024-11-21 12:09:00,Normal,Environmental Changes
2024-11-21 12:10:00,Normal,Environmental Changes
2024-11-21 12:11:00,Normal,Environmental Changes
2024-11-21 12:12:00,Normal,Environmental Changes
2024-11-21 12:13:00,Normal,Environmental Changes
2024-11-21 12:14:00,Normal,Environmental Changes
2024-11-21 12:15:00,Normal,Environmental Changes
2024-11-21 12:16:00,Normal,Environmental Changes
2024-11-21 12:17:00,Normal,Environmental Changes
2024-11-21 12:18:00,Normal,Environmental Changes
2024-11-21 12:19:00,Normal,Environmental Changes
2024-11-21 12:20:00,Normal,Environmental Changes
2024-11-21 12:21:00,Normal,Environmental Changes
2024-11-21 12:22:00,Normal,Environmental Changes
2024-11-21 12:23:00,Normal,Environmental Changes
2024-11-21 12:24:00,Normal,Environmental Changes
2024-11-21 12:25:00,Normal,Environmental Changes
2024-11-21 12:26:00,Normal,Environmental Changes
2024-11-21 12:27:00,Normal,Environmental Changes
2024-11-21 12:28:00,Normal,Environmental Changes
2024-11-21 12:29:00,Normal,Environmental Changes
2024-11-21 12:30:00,Normal,Environmental Changes
2024-11-21 12:31:00,Normal,Environmental Changes
2024-11-21 12:32:00,Normal,Environmental Changes
2024-11-21 12:33:00,Normal,Environmental Changes
2024-11-21 12:34:00,Normal,Environmental Changes
2024-11-21 12:35:00,Normal,Environmental Changes
2024-11-21 12:36:00,Normal,Environmental Changes
2024-11-21 12:37:00,Normal,Environmental Changes
2024-11-21 12:38:00,Normal,Environmental Changes
2024-11-21 12:39:00,Normal,Environmental Changes
2024-11-21 12:40:00,Normal,Environmental Changes
2024-11-21 12:41:00,Normal,Environmental Changes
2024-11-21 12:42:00,Normal,Environmental Changes
2024-11-21 12:43:00,Normal,Environmental Changes
2024-11-21 12:44:00,Normal,Environmental Changes
2024-11-21 12:45:00,Normal,Environmental Changes
2024-11-21 12:46:00,Normal,Environmental Changes
2024-11-21 12:47:00,Normal,Environmental Changes
2024-11-21 12:48:00,Normal,Environmental Changes
2024-11-21 12:49:00,Normal,Environmental Changes
2024-11-21 12:50:00,Normal,Environmental Changes
2024-11-21 12:51:00,Normal,Environmental Changes
2024-11-21 12:52:00,Normal,Environmental Changes
2024-11-21 12:53:00,Normal,Environmental Changes
2024-11-21 12:54:00,Normal,Environmental Changes
2024-11-21 12:55:00,Normal,Environmental Changes
2024-11-21 12:56:00,Normal,Environmental Changes
2024-11-21 12:57:00,Normal,Environmental Changes
2024-11-21 12:58:00,Normal,Environmental Changes
2024-11-21 12:59:00,Normal,Environmental Changes
2024-11-21 13:00:00,Normal,Environmental Changes
2024-11-21 13:01:00,Normal,Environmental Changes
2024-11-21 13:02:00,Normal,Environmental Changes
2024-11-21 13:03:00,Normal,Environmental Changes
2024-11-21 13:04:00,Normal,Environmental Changes
2024-11-21 13:05:00,Normal,Environmental Changes
2024-11-21 13:06:00,Normal,Environmental Changes
2024-11-21 13:07:00,Normal,Environmental Changes
2024-11-21 13:08:00,Normal,Environmental Changes
2024-11-21 13:09:00,Normal,Environmental Changes
2024-11-21 13:10:00,Normal,Environmental Changes
2024-11-21 13:11:00,Normal,Environmental Changes
2024-11-21 13:12:00,Normal,Environmental Changes
2024-11-21 13:13:00,Normal,Environmental Changes
2024-11-21 13:14:00,Normal,Environmental Changes
2024-11-21 13:15:00,Normal,Environmental Changes
2024-11-21 13:16:00,Normal,Environmental Changes
2024-11-21 13:17:00,Normal,Environmental Changes
2024-11-21 13:18:00,Normal,Environmental Changes
2024-11-21 13:19:00,Normal,Environmental Changes
2024-11-21 13:20:00,Normal,Environmental Changes
2024-11-21 13:21:00,Normal,Environmental Changes
2024-11-21 13:22:00,Normal,Environmental Changes
2024-11-21 13:23:00,Normal,Environmental Changes
2024-11-21 13:24:00,Normal,Environmental Changes
2024-11-21 13:25:00,Normal,Environmental Changes
2024-11-21 13:26:00,Normal,Environmental Changes
2024-11-21 13:27:00,Normal,Environmental Changes
2024-11-21 13:28:00,Normal,Environmental Changes
2024-11-21 13:29:00,Normal,Environmental Changes
2024-11-21 13:30:00,Normal,Environmental Changes
2024-11-21 13:31:00,Normal,Environmental Changes
2024-11-21 13:32:00,Normal,Environmental Changes
2024-11-21 13:33:00,Normal,Environmental Changes
2024-11-21 13:34:00,Normal,Environmental Changes
2024-11-21 13:35:00,Normal,Environmental Changes
2024-11-21 13:36:00,Normal,Environmental Changes
2024-11-21 13:37:00,Normal,Environmental Changes
2024-11-21 13:38:00,Normal,Environmental Changes
2024-11-21 13:39:00,Normal,Environmental Changes
2024-11-21 13:40:00,Normal,Environmental Changes
2024-11-21 13:41:00,Normal,Environmental Changes
2024-11-21 13:42:00,Normal,Environmental Changes
2024-11-21 13:43:00,Normal,Environmental Changes
2024-11-21 13:44:00,Normal,Environmental Changes
2024-11-21 13:45:00,Normal,Environmental Changes
2024-11-21 13:46:00,Normal,Environmental Changes
2024-11-21 13:47:00,Normal,Environmental Changes
2024-11-21 13:48:00,Normal,Environmental Changes
2024-11-21 13:49:00,Normal,Environmental Changes
2024-11-21 13:50:00,Normal,Environmental Changes
2024-11-21 13:51:00,Normal,Environmental Changes
2024-11-21 13:52:00,Normal,Environmental Changes
2024-11-21 13:53:00,Normal,Environmental Changes
2024-11-21 13:54:00,Normal,Environmental Changes
2024-11-21 13:55:00,Normal,Environmental Changes
2024-11-21 13:56:00,Normal,Environmental Changes
2024-11-21 13:57:00,Normal,Environmental Changes
2024-11-21 13:58:00,Normal,Environmental Changes
2024-11-21 13:59:00,Normal,Environmental Changes
2024-11-21 14:00:00,Normal,Environmental Changes
2024-11-21 14:01:00,Normal,Environmental Changes
2024-11-21 14:02:00,Normal,Environmental Changes
2024-11-21 14:03:00,Normal,Environmental Changes
2024-11-21 14:04:00,Normal,Environmental Changes
2024-11-21 14:05:00,Normal,Environmental Changes
2024-11-21 14:06:00,Normal,Environmental Changes
2024-11-21 14:07:00,Normal,Environmental Changes
2024-11-21 14:08:00,Normal,Environmental Changes
2024-11-21 14:09:00,Normal,Environmental Changes
2024-11-21 14:10:00,Normal,Environmental Changes
2024-11-21 14:11:00,Normal,Environmental Changes
2024-11-21 14:12:00,Normal,Environmental Changes
2024-11-21 14:13:00,Normal,Environmental Changes
2024-11-21 14:14:00,Normal,Environmental Changes
2024-11-21 14:15:00,Normal,Environmental Changes
2024-11-21 14:16:00,Normal,Environmental Changes
2024-11-21 14:17:00,Normal,Environmental Changes
2024-11-21 14:18:00,Normal,Environmental Changes
2024-11-21 14:19:00,Normal,Environmental Changes
2024-11-21 14:20:00,Normal,Environmental Changes
2024-11-21 14:21:00,Normal,Environmental Changes
2024-11-21 14:22:00,Normal,Environmental Changes
2024-11-21 14:23:00,Normal,Environmental Changes
2024-11-21 14:24:00,Normal,Environmental Changes
2024-11-21 14:25:00,Normal,Environmental Changes
2024-11-21 14:26:00,Normal,Environmental Changes
2024-11-21 14:27:00,Normal,Environmental Changes
2024-11-21 14:28:00,Normal,Environmental Changes
2024-11-21 14:29:00,Normal,Environmental Changes
2024-11-21 14:30:00,Normal,Environmental Changes
2024-11-21 14:31:00,Normal,Environmental Changes
2024-11-21 14:32:00,Normal,Environmental Changes
2024-11-21 14:33:00,Normal,Environmental Changes
2024-11-21 14:34:00,Normal,Environmental Changes
2024-11-21 14:35:00,Normal,Environmental Changes
2024-11-21 14:36:00,Normal,Environmental Changes
2024-11-21 14:37:00,Normal,Environmental Changes
2024-11-21 14:38:00,Normal,Environmental Changes
2024-11-21 14:39:00,Normal,Environmental Changes
2024-11-21 14:40:00,Normal,Environmental Changes
2024-11-21 14:41:00,Normal,Environmental Changes
2024-11-21 14:42:00,Normal,Environmental Changes
2024-11-21 14:43:00,Normal,Environmental Changes
2024-11-21 14:44:00,Normal,Environmental Changes
2024-11-21 14:45:00,Normal,Environmental Changes
2024-11-21 14:46:00,Normal,Environmental Changes
2024-11-21 14:47:00,Normal,Environmental Changes
2024-11-21 14:48:00,Normal,Environmental Changes
2024-11-21 14:49:00,Normal,Environmental Changes
2024-11-21 14:50:00,Normal,Environmental Changes
2024-11-21 14:51:00,Normal,Environmental Changes
2024-11-21 14:52:00,Normal,Environmental Changes
2024-11-21 14:53:00,Normal,Environmental Changes
2024-11-21 14:54:00,Normal,Environmental Changes
2024-11-21 14:55:00,Normal,Environmental Changes
2024-11-21 14:56:00,Normal,Environmental Changes
2024-11-21 14:57:00,Normal,Environmental Changes
2024-11-21 14:58:00,Normal,Environmental Changes
2024-11-21 14:59:00,Normal,Environmental Changes
2024-11-21 15:00:00,Normal,Environmental Changes
2024-11-21 15:01:00,Normal,Environmental Changes
2024-11-21 15:02:00,Normal,Environmental Changes
2024-11-21 15:03:00,Normal,Environmental Changes
2024-11-21 15:04:00,Normal,Environmental Changes
2024-11-21 15:05:00,Normal,Environmental Changes
2024-11-21 15:06:00,Normal,Environmental Changes
2024-11-21 15:07:00,Normal,Environmental Changes
2024-11-21 15:08:00,Normal,Environmental Changes
2024-11-21 15:09:00,Normal,Environmental Changes
2024-11-21 15:10:00,Normal,Environmental Changes
2024-11-21 15:11:00,Normal,Environmental Changes
2024-11-21 15:12:00,Normal,Environmental Changes
2024-11-21 15:13:00,Normal,Environmental Changes
2024-11-21 15:14:00,Normal,Environmental Changes
2024-11-21 15:15:00,Normal,Environmental Changes
2024-11-21 15:16:00,Normal,Environmental Changes
2024-11-21 15:17:00,Normal,Environmental Changes
2024-11-21 15:18:00,Normal,Environmental Changes
2024-11-21 15:19:00,Normal,Environmental Changes
2024-11-21 15:20:00,Normal,Environmental Changes
2024-11-21 15:21:00,Normal,Environmental Changes
2024-11-21 15:22:00,Normal,Environmental Changes
2024-11-21 15:23:00,Normal,Environmental Changes
2024-11-21 15:24:00,Normal,Environmental Changes
2024-11-21 15:25:00,Normal,Environmental Changes
2024-11-21 15:26:00,Normal,Environmental Changes
2024-11-21 15:27:00,Normal,Environmental Changes
2024-11-21 15:28:00,Normal,Environmental Changes
2024-11-21 15:29:00,Normal,Environmental Changes
2024-11-21 15:30:00,Normal,Environmental Changes
2024-11-21 15:31:00,Normal,Environmental Changes
2024-11-21 15:32:00,Normal,Environmental Changes
2024-11-21 15:33:00,Normal,Environmental Changes
2024-11-21 15:34:00,Normal,Environmental Changes
2024-11-21 15:35:00,Normal,Environmental Changes
2024-11-21 15:36:00,Normal,Environmental Changes
2024-11-21 15:37:00,Normal,Environmental Changes
2024-11-21 15:38:00,Normal,Environmental Changes
2024-11-21 15:39:00,Normal,Environmental Changes
2024-11-21 15:40:00,Normal,Environmental Changes
2024-11-21 15:41:00,Normal,Environmental Changes
2024-11-21 15:42:00,Normal,Environmental Changes
2024-11-21 15:43:00,Normal,Environmental Changes
2024-11-21 15:44:00,Normal,Environmental Changes
2024-11-21 15:45:00,Normal,Environmental Changes
2024-11-21 16:22:00,Normal,Environmental Changes
2024-11-21 16:23:00,Normal,Environmental Changes
2024-11-21 16:24:00,Normal,Environmental Changes
2024-11-21 16:25:00,Normal,Environmental Changes
2024-11-21 16:26:00,Normal,Environmental Changes
2024-11-21 16:27:00,Normal,Environmental Changes
2024-11-21 16:28:00,Normal,Environmental Changes
2024-11-21 16:29:00,Normal,Environmental Changes
2024-11-21 16:30:00,Normal,Environmental Changes
2024-11-21 16:31:00,Normal,Environmental Changes
2024-11-21 16:32:00,Normal,Environmental Changes
2024-11-21 16:33:00,Normal,Environmental Changes
2024-11-21 16:34:00,Normal,Environmental Changes
2024-11-21 16:35:00,Normal,Environmental Changes
2024-11-21 16:36:00,Normal,Environmental Changes
2024-11-21 16:37:00,Normal,Environmental Changes
2024-11-21 16:38:00,Normal,Environmental Changes
2024-11-21 16:39:00,Normal,Environmental Changes
2024-11-21 16:40:00,Normal,Environmental Changes
2024-11-21 16:41:00,Normal,Environmental Changes
2024-11-21 16:42:00,Normal,Environmental Changes
2024-11-21 16:43:00,Normal,Environmental Changes
2024-11-21 16:44:00,Normal,Environmental Changes
2024-11-21 16:45:00,Normal,Environmental Changes
2024-11-21 16:46:00,Normal,Environmental Changes
2024-11-21 16:47:00,Normal,Environmental Changes
2024-11-21 16:48:00,Normal,Environmental Changes
2024-11-21 16:49:00,Normal,Environmental Changes
2024-11-21 16:50:00,Normal,Environmental Changes
2024-11-21 16:51:00,Normal,Environmental Changes
2024-11-21 16:52:00,Normal,Environmental Changes
2024-11-21 16:53:00,Normal,Environmental Changes
2024-11-21 16:54:00,Normal,Environmental Changes
2024-11-21 16:55:00,Normal,Environmental Changes
2024-11-21 16:56:00,Normal,Environmental Changes
2024-11-21 16:57:00,Normal,Environmental Changes
2024-11-21 16:58:00,Normal,Environmental Changes
2024-11-21 16:59:00,Normal,Environmental Changes
2024-11-21 17:00:00,Normal,Environmental Changes
2024-11-21 17:01:00,Normal,Environmental Changes
2024-11-21 17:02:00,Normal,Environmental Changes
2024-11-21 17:03:00,Normal,Environmental Changes
2024-11-21 17:04:00,Normal,Environmental Changes
2024-11-21 17:05:00,Normal,Environmental Changes
2024-11-21 17:06:00,Normal,Environmental Changes
2024-11-21 17:07:00,Normal,Environmental Changes
2024-11-21 17:08:00,Normal,Environmental Changes
2024-11-21 17:09:00,Normal,Environmental Changes
2024-11-21 17:10:00,Normal,Environmental Changes
2024-11-21 17:11:00,Normal,Environmental Changes
2024-11-21 17:12:00,Normal,Environmental Changes
2024-11-21 17:13:00,Normal,Environmental Changes
2024-11-21 17:14:00,Normal,Environmental Changes
2024-11-21 17:15:00,Normal,Environmental Changes
2024-11-21 17:16:00,Normal,Environmental Changes
2024-11-21 17:17:00,Normal,Environmental Changes
2024-11-21 17:18:00,Normal,Environmental Changes
2024-11-21 17:19:00,Normal,Environmental Changes
2024-11-21 17:20:00,Normal,Environmental Changes
2024-11-21 17:21:00,Normal,Environmental Changes
2024-11-21 17:22:00,Normal,Environmental Changes
2024-11-21 17:23:00,Normal,Environmental Changes
2024-11-21 17:24:00,Normal,Environmental Changes
2024-11-21 17:25:00,Normal,Environmental Changes
2024-11-21 17:26:00,Normal,Environmental Changes
2024-11-21 17:27:00,Normal,Environmental Changes
2024-11-21 17:28:00,Normal,Environmental Changes
2024-11-21 17:29:00,Normal,Environmental Changes
2024-11-21 17:30:00,Normal,Environmental Changes
2024-11-21 17:31:00,Normal,Environmental Changes
2024-11-21 17:32:00,Normal,Environmental Changes
2024-11-21 17:33:00,Normal,Environmental Changes
2024-11-21 17:34:00,Normal,Environmental Changes
2024-11-21 17:35:00,Normal,Environmental Changes
2024-11-21 17:36:00,Normal,Environmental Changes
2024-11-21 17:37:00,Normal,Environmental Changes
2024-11-21 17:38:00,Normal,Environmental Changes
2024-11-21 17:39:00,Normal,Environmental Changes
2024-11-21 17:40:00,Normal,Environmental Changes
2024-11-21 17:41:00,Normal,Environmental Changes
2024-11-21 17:42:00,Normal,Environmental Changes
2024-11-21 17:43:00,Normal,Environmental Changes
2024-11-21 17:44:00,Normal,Environmental Changes
2024-11-21 17:45:00,Normal,Environmental Changes
2024-11-21 17:47:00,Normal,Environmental Changes
2024-11-21 18:45:00,Normal,Environmental Changes
2024-11-21 18:46:00,Normal,Environmental Changes
2024-11-21 18:47:00,Normal,Environmental Changes
2024-11-21 18:48:00,Normal,Environmental Changes
2024-11-21 18:49:00,Normal,Environmental Changes
2024-11-21 18:50:00,Normal,Environmental Changes
2024-11-21 18:51:00,Normal,Environmental Changes
2024-11-21 18:52:00,Normal,Environmental Changes
2024-11-21 18:53:00,Normal,Environmental Changes
2024-11-21 18:54:00,Normal,Environmental Changes
2024-11-21 18:55:00,Normal,Environmental Changes
2024-11-21 18:56:00,Normal,Environmental Changes
2024-11-21 18:57:00,Normal,Environmental Changes
2024-11-21 18:58:00,Normal,Environmental Changes
2024-11-21 18:59:00,Normal,Environmental Changes
2024-11-21 19:00:00,Normal,Environmental Changes
2024-11-21 19:01:00,Normal,Environmental Changes
2024-11-21 19:02:00,Normal,Environmental Changes
2024-11-21 19:03:00,Normal,Environmental Changes
2024-11-21 19:04:00,Normal,Environmental Changes
2024-11-21 19:05:00,Normal,Environmental Changes
2024-11-21 19:06:00,Normal,Environmental Changes
2024-11-21 19:07:00,Normal,Environmental Changes
2024-11-21 19:08:00,Normal,Environmental Changes
2024-11-21 19:09:00,Normal,Environmental Changes
2024-11-21 19:10:00,Normal,Environmental Changes
2024-11-21 19:11:00,Normal,Environmental Changes
2024-11-21 19:12:00,Normal,Environmental Changes
2024-11-21 19:13:00,Normal,Environmental Changes
2024-11-21 19:14:00,Normal,Environmental Changes
2024-11-21 19:15:00,Normal,Environmental Changes
2024-11-21 19:16:00,Normal,Environmental Changes
2024-11-21 19:17:00,Normal,Environmental Changes
2024-11-21 19:18:00,Normal,Environmental Changes
2024-11-21 19:19:00,Normal,Environmental Changes
2024-11-21 19:20:00,Normal,Environmental Changes
2024-11-21 19:21:00,Normal,Environmental Changes
2024-11-21 19:22:00,Normal,Environmental Changes
2024-11-21 19:23:00,Normal,Environmental Changes
2024-11-21 19:24:00,Normal,Environmental Changes
2024-11-21 19:25:00,Normal,Environmental Changes
2024-11-21 19:26:00,Normal,Environmental Changes
2024-11-21 19:27:00,Normal,Environmental Changes
2024-11-21 19:28:00,Normal,Environmental Changes
2024-11-21 19:29:00,Normal,Environmental Changes
2024-11-21 19:30:00,Normal,Environmental Changes
2024-11-21 19:31:00,Normal,Environmental Changes
2024-11-21 19:32:00,Normal,Environmental Changes
2024-11-21 19:33:00,Normal,Environmental Changes
2024-11-21 19:34:00,Normal,Environmental Changes
2024-11-21 19:35:00,Normal,Environmental Changes
2024-11-21 19:36:00,Normal,Environmental Changes
2024-11-21 19:37:00,Normal,Environmental Changes
2024-11-21 19:38:00,Normal,Environmental Changes
2024-11-21 19:39:00,Normal,Environmental Changes
2024-11-21 19:40:00,Normal,Environmental Changes
2024-11-21 19:41:00,Normal,Environmental Changes
2024-11-21 19:42:00,Normal,Environmental Changes
2024-11-21 19:43:00,Normal,Environmental Changes
2024-11-21 19:44:00,Normal,Environmental Changes
2024-11-21 19:45:00,Normal,Environmental Changes
2024-11-21 19:46:00,Normal,Environmental Changes
2024-11-21 19:47:00,Normal,Environmental Changes
2024-11-21 19:48:00,Normal,Environmental Changes
2024-11-21 19:49:00,Normal,Environmental Changes
2024-11-21 19:50:00,Normal,Environmental Changes
2024-11-21 19:51:00,Normal,Environmental Changes
2024-11-21 19:52:00,Normal,Environmental Changes
2024-11-21 19:53:00,Normal,Environmental Changes
2024-11-21 19:54:00,Normal,Environmental Changes
2024-11-21 19:55:00,Normal,Environmental Changes
2024-11-21 19:56:00,Normal,Environmental Changes
2024-11-21 19:57:00,Normal,Environmental Changes
